country,iso2c,iso3c,year,region,income,longitude,latitude,fertility,edu_upper,edu_lower,edu_tertiary,gdp,urban,female_labor,contraceptive,eys_f,gii,mmr,pr_f,log_gdp
Aruba,AW,ABW,2010,Latin America & Caribbean,High income,-70.0167,12.5167,1.855,32.0699996948242,58.7000007629395,12.8400001525879,24093.1401510626,43.059,NA,NA,NA,NA,NA,NA,10.08968243792605
Aruba,AW,ABW,2011,Latin America & Caribbean,High income,-70.0167,12.5167,1.858,32.0699996948242,58.7000007629395,12.8400001525879,25712.3843015186,42.94,NA,NA,NA,NA,NA,NA,10.154728034253223
Aruba,AW,ABW,2012,Latin America & Caribbean,High income,-70.0167,12.5167,1.907,32.0699996948242,58.7000007629395,12.8400001525879,25119.6655449838,42.957,NA,NA,NA,NA,NA,NA,10.131406306201454
Aruba,AW,ABW,2013,Latin America & Caribbean,High income,-70.0167,12.5167,1.944,32.0699996948242,58.7000007629395,12.8400001525879,25813.5767274227,42.99,NA,NA,NA,NA,NA,NA,10.158655862244457
Aruba,AW,ABW,2014,Latin America & Caribbean,High income,-70.0167,12.5167,1.944,32.0699996948242,58.7000007629395,12.8400001525879,26129.8390617693,43.041,NA,NA,NA,NA,NA,NA,10.170833199359421
Aruba,AW,ABW,2015,Latin America & Caribbean,High income,-70.0167,12.5167,1.899,32.0699996948242,58.7000007629395,12.8400001525879,27458.2253310273,43.108,NA,NA,NA,NA,NA,NA,10.22042104981281
Aruba,AW,ABW,2016,Latin America & Caribbean,High income,-70.0167,12.5167,1.848,32.0699996948242,58.7000007629395,12.8400001525879,27441.5296617282,43.192,NA,NA,NA,NA,NA,NA,10.219812825975891
Aruba,AW,ABW,2017,Latin America & Caribbean,High income,-70.0167,12.5167,1.785,32.0699996948242,58.7000007629395,12.8400001525879,28440.051963759,43.293,NA,NA,NA,NA,NA,NA,10.2555537110519
Aruba,AW,ABW,2018,Latin America & Caribbean,High income,-70.0167,12.5167,1.732,32.0699996948242,58.7000007629395,12.8400001525879,30082.1276448186,43.411,NA,NA,NA,NA,NA,NA,10.311686508435283
Aruba,AW,ABW,2019,Latin America & Caribbean,High income,-70.0167,12.5167,1.701,32.0699996948242,58.7000007629395,12.8400001525879,31096.2050738676,43.546,NA,NA,NA,NA,NA,NA,10.344841067373562
Aruba,AW,ABW,2020,Latin America & Caribbean,High income,-70.0167,12.5167,1.662,32.0699996948242,58.7000007629395,12.8400001525879,22855.9323200761,43.697,NA,NA,NA,NA,NA,NA,10.036965982761497
Aruba,AW,ABW,2021,Latin America & Caribbean,High income,-70.0167,12.5167,1.631,32.0699996948242,58.7000007629395,12.8400001525879,27200.0610793969,43.866,NA,NA,NA,NA,NA,NA,10.21097449784763
Aruba,AW,ABW,2022,Latin America & Caribbean,High income,-70.0167,12.5167,1.615,32.0699996948242,58.7000007629395,12.8400001525879,30559.5335346581,44.052,NA,NA,NA,NA,NA,NA,10.327431979245706
Aruba,AW,ABW,2023,Latin America & Caribbean,High income,-70.0167,12.5167,1.602,32.0699996948242,58.7000007629395,12.8400001525879,33984.7906198041,44.254,NA,NA,NA,NA,NA,NA,10.433668368802634
Afghanistan,AF,AFG,2000,South Asia,Low income,69.1761,34.5228,7.566,3.0244882106781,3.44174790382385,0.506414830684662,174.930991430166,22.078,14.321,5.3,3.825189927,0.69,1346.144101,25.92592593,5.16439156146838
Afghanistan,AF,AFG,2001,South Asia,Low income,69.1761,34.5228,7.453,3.0244882106781,3.44174790382385,0.506414830684662,138.706821676113,22.169,14.223,6.966666666666667,4.0582753050000004,0.69,1273.431339,25.92592593,4.932362509068179
Afghanistan,AF,AFG,2002,South Asia,Low income,69.1761,34.5228,7.32,3.0244882106781,3.44174790382385,0.506414830684662,178.954088379235,22.261,14.177,8.633333333333333,4.305563584,0.69,1277.307972,25.92592593,5.187129283440217
Afghanistan,AF,AFG,2003,South Asia,Low income,69.1761,34.5228,7.174,3.0244882106781,3.44174790382385,0.506414830684662,198.871115728727,22.353,14.178,10.3,4.567920208,0.69,1196.090689,25.92592593,5.29265695524774
Afghanistan,AF,AFG,2004,South Asia,Low income,69.1761,34.5228,7.018,3.0244882106781,3.44174790382385,0.506414830684662,221.763653873013,22.5,14.228,11.95,4.210760117,0.69,1114.887233,25.92592593,5.401612192565894
Afghanistan,AF,AFG,2005,South Asia,Low income,69.1761,34.5228,6.858,3.0244882106781,3.44174790382385,0.506414830684662,254.184249149336,22.703,14.323,13.6,4.675174141,0.69,1102.809756,25.92592593,5.538059394401834
Afghanistan,AF,AFG,2006,South Asia,Low income,69.1761,34.5228,6.686,3.0244882106781,3.44174790382385,0.506414830684662,274.218553561575,22.907,14.472,18.6,5.139588165,0.69,1044.400327,25.92592593,5.613925429177434
Afghanistan,AF,AFG,2007,South Asia,Low income,69.1761,34.5228,6.508,3.0244882106781,3.44174790382385,0.506414830684662,376.223152003876,23.113,14.686,20.700000000000003,5.60400219,0.69,1023.495471,25.87209302,5.9301824567167385
Afghanistan,AF,AFG,2008,South Asia,Low income,69.1761,34.5228,6.392,3.0244882106781,3.44174790382385,0.506414830684662,381.73323802844,23.32,14.957,22.8,6.068416214,0.69,962.3215231,25.87209302,5.944722034892284
Afghanistan,AF,AFG,2009,South Asia,Low income,69.1761,34.5228,6.295,3.0244882106781,3.44174790382385,0.506414830684662,452.053705477043,23.528,15.256,22.3,6.532830238,0.696,913.035763,25.92592593,6.113800990201086
Afghanistan,AF,AFG,2010,South Asia,Low income,69.1761,34.5228,6.195,3.0244882106781,3.44174790382385,0.506414830684662,560.621505463146,23.737,15.576,21.8,6.95927,0.704,898.6692492,27.63532764,6.329045999506046
Afghanistan,AF,AFG,2011,South Asia,Low income,69.1761,34.5228,6.094,3.0244882106781,3.44174790382385,0.506414830684662,606.694676337726,23.948,15.895,21.23950997,7.385709763,0.716,883.7139303,27.63532764,6.4080256601244
Afghanistan,AF,AFG,2012,South Asia,Low income,69.1761,34.5228,5.985,3.0244882106781,3.44174790382385,0.506414830684662,651.417134470046,24.16,16.208,21.5546324775,7.606156667,0.731,833.4771838,27.63532764,6.479150196564419
Afghanistan,AF,AFG,2013,South Asia,Low income,69.1761,34.5228,5.879,3.0244882106781,3.44174790382385,0.506414830684662,637.087099117099,24.373,17.138,21.869754985,7.826603572,0.708,820.6853492,27.63532764,6.456906379532865
Afghanistan,AF,AFG,2014,South Asia,Low income,69.1761,34.5228,5.77,3.0244882106781,3.44174790382385,0.506414830684662,625.054941813938,24.587,18.107,22.1848774925,8.047050476,0.687,785.3540179,27.63532764,6.437839552775117
Afghanistan,AF,AFG,2015,South Asia,Low income,69.1761,34.5228,5.652,3.34751009941101,4.57541990280151,0.982034722963968,565.569730408751,24.803,19.113,22.5,8.032045364,0.683,775.6927403,27.44479495,6.337833595485375
Afghanistan,AF,AFG,2016,South Asia,Low income,69.1761,34.5228,5.542,3.793768763542175,5.2298264503479,1.4576546152432739,522.082215583898,25.02,20.156,22.5,8.017040253,0.682,749.8157015,27.44479495,6.257825076599218
Afghanistan,AF,AFG,2017,South Asia,Low income,69.1761,34.5228,5.433,4.24002742767334,5.88423299789429,1.93327450752258,525.469770891619,25.25,21.24,22.5,8.002035141,0.679,681.8075592,27.44479495,6.264292664193559
Afghanistan,AF,AFG,2018,South Asia,Low income,69.1761,34.5228,5.327,4.6871568361918134,6.36939366658529,1.7660377820332833,491.337221382603,25.495,19.808,22.5,7.987030029,0.677,663.4275029,27.44479495,6.197130697311605
Afghanistan,AF,AFG,2019,South Asia,Low income,69.1761,34.5228,5.238,5.134286244710286,6.85455433527629,1.5988010565439867,496.6025042585,25.754,18.304,22.5,8.020075111,0.676,644.2725467,27.24358974,6.207789915869446
Afghanistan,AF,AFG,2020,South Asia,Low income,69.1761,34.5228,5.145,5.58141565322876,7.33971500396729,1.43156433105469,510.787063366811,26.026,16.473,22.5,8.053256911,0.674,620.4075093,27.21518987,6.235952797617645
Afghanistan,AF,AFG,2021,South Asia,Low income,69.1761,34.5228,5.039,5.19999980926514,6.40000009536743,1.14999997615814,356.496214115892,26.314,14.666,22.5,8.086575995,0.642,620.4075093,27.21518987,5.876323620207197
Afghanistan,AF,AFG,2022,South Asia,Low income,69.1761,34.5228,4.932,5.70547008514404,7.04204988479614,1.53609001636505,357.261152798144,26.616,5.159,22.5,8.086575995,0.665,620.4075093,27.21518987,5.878467034791953
Afghanistan,AF,AFG,2023,South Asia,Low income,69.1761,34.5228,4.84,5.70547008514404,7.04204988479614,1.53609001636505,415.707417059086,26.933,5.155,22.5,8.086575995,0.661,620.4075093,27.21518987,6.029981688435445
Angola,AO,AGO,2000,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.639,8.80368232727051,16.3818397521973,2.95413708686829,563.733795571487,50.087,75.531,6.270998417,4.306846738,0.556,859.9209108,15.45454545,6.334582146406409
Angola,AO,AGO,2001,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.601,8.80368232727051,16.3818397521973,2.95413708686829,533.586202412447,51.274,75.551,6.270998417,4.671165049,0.556,799.6407864,15.45454545,6.279620636719214
Angola,AO,AGO,2002,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.567,8.80368232727051,16.3818397521973,2.95413708686829,882.147847234303,52.461,75.57,7.987123614875,5.03548336,0.556,758.2718263,15.45454545,6.782359669208691
Angola,AO,AGO,2003,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.533,8.80368232727051,16.3818397521973,2.95413708686829,992.698979254665,53.645,75.589,9.703248812750001,5.399801672,0.556,676.4964748,15.45454545,6.900427475343576
Angola,AO,AGO,2004,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.499,8.80368232727051,16.3818397521973,2.95413708686829,1266.21086410236,54.827,75.606,11.419374010624999,5.764119983,0.556,594.1921639,15,7.143784148157216
Angola,AO,AGO,2005,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.461,8.80368232727051,16.3818397521973,2.95413708686829,1916.46842218625,56,75.618,13.1354992085,6.128438294,0.556,549.8389617,15,7.558239407871012
Angola,AO,AGO,2006,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.419,8.80368232727051,16.3818397521973,2.95413708686829,2617.05196022633,56.764,75.626,14.851624406374999,6.492756605,0.556,507.7215439,15,7.8698037572150925
Angola,AO,AGO,2007,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.372,8.80368232727051,16.3818397521973,2.95413708686829,3141.0459797605,57.524,75.631,16.56774960425,6.857074916,0.556,462.9710346,15,8.052311138005365
Angola,AO,AGO,2008,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.32,8.80368232727051,16.3818397521973,2.95413708686829,4103.0669003635,58.282,75.631,18.283874802125,7.221393228,0.556,438.3422848,37.27272727,8.31948999754043
Angola,AO,AGO,2009,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.26,8.80368232727051,16.3818397521973,2.95413708686829,3136.64546955947,59.034,75.626,20,7.585711539,0.556,398.8805501,38.63636364,8.050909186043466
Angola,AO,AGO,2010,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.194,8.80368232727051,16.3818397521973,2.95413708686829,3597.34293216332,59.783,75.621,19.1,7.95002985,0.556,367.2648485,38.63636364,8.187950777534118
Angola,AO,AGO,2011,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.12,8.80368232727051,16.3818397521973,2.95413708686829,4615.91059831778,60.528,74.865,18.2,7.726860046,0.549,334.7312985,38.18181818,8.437264440218268
Angola,AO,AGO,2012,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,6.039,9.965788205464673,18.3078931172689,2.6360913912455266,5086.02740086376,61.268,74.633,17.3,8.4886,0.55,304.0404156,34.09090909,8.534252333475173
Angola,AO,AGO,2013,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.953,11.127894083658838,20.2339464823405,2.3180456956227635,5057.74787833163,62.002,74.401,16.4,9.2503,0.551,291.4139889,34.09090909,8.528676579868854
Angola,AO,AGO,2014,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.864,12.289999961853,22.1599998474121,2,5005.9997412707,62.731,74.167,15.5,10.012,0.553,291.7473456,36.81818182,8.51839242030788
Angola,AO,AGO,2015,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.774,12.2427101135254,19.8896903991699,1.2583099603653,3213.90261080059,63.446,73.933,14.6,10.7737,0.549,273.5965019,36.81818182,8.075241244282847
Angola,AO,AGO,2016,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.686,12.827447175979625,21.753312110900875,0.9526665844023263,1807.95294072643,64.149,73.698,13.7,11.53538799,0.544,269.8235945,36.81818182,7.499950512254102
Angola,AO,AGO,2017,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.6,13.412184238433849,23.61693382263185,0.6470232084393525,2437.25971190821,64.839,73.461,13.7,11.5354,0.547,252.8048541,30.45454545,7.798629618282736
Angola,AO,AGO,2018,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.519,13.996921300888074,25.480555534362825,0.3413798324763786,2538.59139143371,65.514,73.224,13.7,11.5354,0.539,233.0962642,30.45454545,7.839364635879908
Angola,AO,AGO,2019,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.442,14.5816583633423,27.3441772460938,0.0357364565134048,2189.85571407618,66.177,72.985,13.7,11.5354,0.536,227.6869649,30,7.691590936656622
Angola,AO,AGO,2020,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.371,14.920583248138449,28.14960289001465,0.0178682282567024,1449.92286669308,66.825,72.731,13.7,11.5354,0.533,221.9064903,30,7.2792656386156125
Angola,AO,AGO,2021,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.304,15.2595081329346,28.9550285339355,0,1925.87466082167,67.46,74.695,13.7,11.5354,0.532,221.9064903,29.54545455,7.563135512785442
Angola,AO,AGO,2022,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.209,15.2595081329346,28.9550285339355,0,2929.69445467272,68.081,73.179,13.7,11.5354,0.524,221.9064903,33.63636364,7.982653414891735
Angola,AO,AGO,2023,Sub-Saharan Africa,Lower middle income,13.242,-8.81155,5.124,15.2595081329346,28.9550285339355,0,2308.15976731274,68.688,73.224,13.7,11.5354,0.515,221.9064903,39.09090909,7.7442058485045875
Albania,AL,ALB,2000,Europe & Central Asia,Upper middle income,19.8172,41.3317,2.217,32.1199989318848,71,5.65999984741211,1126.68334010717,41.741,49.849,57.54509792,10.63998184,0.291,14.32641442,5.161290323,7.027033498611141
Albania,AL,ALB,2001,Europe & Central Asia,Upper middle income,19.8172,41.3317,2.141,32.1199989318848,71,5.65999984741211,1281.6598256178,42.435,49.353,66.32254896,10.845504,0.237,12.5255331,5.714285714,7.155911255637988
Albania,AL,ALB,2002,Europe & Central Asia,Upper middle income,19.8172,41.3317,2.002,32.572856358119445,72.10857173374721,6.009999820164273,1425.12421860142,43.501,49.088,75.1,11.05102615,0.262,12.40726259,5.714285714,7.2620142598519495
Albania,AL,ALB,2003,Europe & Central Asia,Upper middle income,19.8172,41.3317,2.006,33.02571378435409,73.21714346749442,6.359999792916436,1846.12012081207,44.573,48.461,70.10756239666667,11.25654831,0.278,12.11916408,5.714285714,7.520841483808224
Albania,AL,ALB,2004,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.889,33.47857121058873,74.32571520124164,6.709999765668599,2373.58129170055,45.651,47.845,65.11512479333334,11.46207047,0.266,10.63159568,6.428571429,7.772155187120706
Albania,AL,ALB,2005,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.787,33.93142863682337,75.43428693498886,7.059999738420761,2673.78781583529,46.731,47.242,60.12268719,12.04671001,0.26,10.83049884,7.142857143,7.891251403666506
Albania,AL,ALB,2006,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.686,34.38428606305801,76.54285866873607,7.409999711172924,2972.74362094736,47.815,46.652,62.4170153925,12.32409954,0.252,10.76676946,7.142857143,7.997240583473105
Albania,AL,ALB,2007,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.633,34.83714348929266,77.65143040248329,7.759999683925087,3595.03829536404,48.902,46.076,64.711343595,12.67313957,0.253,10.19582455,7.142857143,8.187309922494528
Albania,AL,ALB,2008,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.616,35.2900009155273,78.7600021362305,8.10999965667725,4370.53971639449,49.991,45.513,67.0056717975,12.70057011,0.245,9.739403262,7.142857143,8.382641785359299
Albania,AL,ALB,2009,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.638,36.8469944000244,83.3458366394043,9.239999771118166,4114.13403283023,51.076,45.955,69.3,13.04461956,0.192,9.097263807,16.42857143,8.32218364936869
Albania,AL,ALB,2010,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.653,38.4039878845215,87.9316711425781,10.369999885559082,4094.34968570481,52.163,46.835,66.71111111111111,13.81262016,0.192,8.516676263,16.42857143,8.317363176766325
Albania,AL,ALB,2011,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.677,38.7299995422363,82.1500015258789,11.5,4437.14116097061,53.247,52.561,64.12222222222222,14.60264015,0.194,8.045227011,15.71428571,8.397765565380526
Albania,AL,ALB,2012,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.719,44.4900016784668,85.2200012207031,12.3999996185303,4247.63134315945,54.33,48.937,61.53333333333333,15.37940979,0.197,7.796702868,15.71428571,8.354116775530493
Albania,AL,ALB,2013,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.741,38.7752723693848,85.0422515869141,12.5608339309692,4413.06338346821,55.387,43.783,58.94444444444444,15.59819984,0.194,7.215363004,17.85714286,8.392324372064252
Albania,AL,ALB,2014,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.721,40.7960166931152,84.6635208129883,12.6453409194946,4578.63320812155,56.423,43.958,56.355555555555554,15.93356991,0.19,7.009860754,20,8.429155806395945
Albania,AL,ALB,2015,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.631,43.4481582641602,86.3898086547852,14.6553077697754,3952.80357364813,57.434,47.116,53.766666666666666,15.69736958,0.179,6.878284801,20.71428571,8.282180371611311
Albania,AL,ALB,2016,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.555,41.9374923706055,87.3639907836914,14.3125848770142,4124.05538986272,58.421,49.888,51.17777777777778,15.43848991,0.162,6.656084563,22.85714286,8.324592276148186
Albania,AL,ALB,2017,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.486,42.2201995849609,81.180793762207,15.8802604675293,4531.03220675893,59.383,49.736,48.58888888888889,15.3285799,0.145,6.689697872,27.85714286,8.41870505273257
Albania,AL,ALB,2018,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.415,45.2219161987305,88.39501953125,17.2314472198486,5365.48934672897,60.319,51.407,46,15.14710045,0.138,5.429292408,27.85714286,8.58774286185202
Albania,AL,ALB,2019,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.395,46.0620880126953,88.8029632568359,18.4749889373779,5460.42823730592,61.229,52.93,46,15.28065014,0.131,5.30502305,29.50819672,8.605282497404353
Albania,AL,ALB,2020,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.371,46.5737075805664,89.4855155944824,18.9739580154419,5370.77862312929,62.112,50.616,46,14.98114967,0.125,8.276445584,29.50819672,8.588728171988295
Albania,AL,ALB,2021,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.365,47.0853271484375,90.1680679321289,19.4729270935059,6413.28328605026,62.969,51.887,46,14.89418983,0.109,8.276445584,35.71428571,8.766126631890723
Albania,AL,ALB,2022,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.355,48.6304550170898,90.4998779296875,21.3606376647949,6846.42614266044,63.799,53.183,46,14.85848045,0.107,8.276445584,35.71428571,8.83148206410882
Albania,AL,ALB,2023,Europe & Central Asia,Upper middle income,19.8172,41.3317,1.348,48.6304550170898,90.4998779296875,21.3606376647949,8575.17113446213,64.603,53.207,46,14.71776962,0.107,8.276445584,35.71428571,9.056626229206673
Andorra,AD,AND,2000,Europe & Central Asia,High income,1.5218,42.5075,1.273,42.7799987792969,72.0299987792969,15.4300003051758,21810.2487431414,92.395,NA,NA,10.51502952,NA,NA,7.142857143,9.990135264134828
Andorra,AD,AND,2001,Europe & Central Asia,High income,1.5218,42.5075,1.305,42.7799987792969,72.0299987792969,15.4300003051758,23511.2951475737,92.056,NA,NA,10.71747177,NA,NA,14.28571429,10.065236229237248
Andorra,AD,AND,2002,Europe & Central Asia,High income,1.5218,42.5075,1.265,42.7799987792969,72.0299987792969,15.4300003051758,26528.130158144,91.641,NA,NA,10.88430023,NA,NA,14.28571429,10.185960964366894
Andorra,AD,AND,2003,Europe & Central Asia,High income,1.5218,42.5075,1.18,42.7799987792969,72.0299987792969,15.4300003051758,34063.5784034776,91.207,NA,NA,10.76860046,NA,NA,14.28571429,10.435984010456083
Andorra,AD,AND,2004,Europe & Central Asia,High income,1.5218,42.5075,1.229,51.4500007629395,72.0299987792969,15.4300003051758,39021.1278101878,90.751,NA,NA,10.61168003,NA,NA,14.28571429,10.571858517147101
Andorra,AD,AND,2005,Europe & Central Asia,High income,1.5218,42.5075,1.224,43.9700012207031,72.0299987792969,16.3700008392334,40829.801876968,90.285,NA,NA,10.72117996,NA,NA,28.57142857,10.617167531913115
Andorra,AD,AND,2006,Europe & Central Asia,High income,1.5218,42.5075,1.234,50.2700004577637,72.0299987792969,19.0499992370605,43467.2109930745,89.807,NA,NA,10.87094975,NA,NA,28.57142857,10.679762162574976
Andorra,AD,AND,2007,Europe & Central Asia,High income,1.5218,42.5075,1.189,49.93500041961673,72.0299987792969,19.36124944686885,48336.2283329823,89.308,NA,NA,11.72696972,NA,NA,28.57142857,10.785936627485336
Andorra,AD,AND,2008,Europe & Central Asia,High income,1.5218,42.5075,1.25,49.60000038146975,72.0299987792969,19.6724996566772,49132.515707808,89.004,NA,NA,12.58298969,NA,NA,25,10.802276328977097
Andorra,AD,AND,2009,Europe & Central Asia,High income,1.5218,42.5075,1.208,49.265000343322775,72.0299987792969,19.98374986648555,43975.0183668093,88.912,NA,NA,12.81527233,NA,NA,35.71428571,10.691376987270464
Andorra,AD,AND,2010,Europe & Central Asia,High income,1.5218,42.5075,1.275,48.930000305175795,72.0299987792969,20.295000076293903,42746.8309526019,88.819,NA,NA,13.04755497,NA,NA,35.71428571,10.663050341853461
Andorra,AD,AND,2011,Europe & Central Asia,High income,1.5218,42.5075,1.321,48.59500026702882,72.0299987792969,20.606250286102252,46657.1561173756,88.726,NA,NA,13.27983761,NA,NA,50,10.750581594668994
Andorra,AD,AND,2012,Europe & Central Asia,High income,1.5218,42.5075,1.26,48.26000022888185,72.0299987792969,20.917500495910602,41500.5435791686,88.631,NA,NA,13.51212025,NA,NA,50,10.633461804426227
Andorra,AD,AND,2013,Europe & Central Asia,High income,1.5218,42.5075,1.142,47.92500019073487,72.0299987792969,21.22875070571895,42470.3161159692,88.537,NA,NA,11.632699969999999,NA,NA,50,10.656560666556498
Andorra,AD,AND,2014,Europe & Central Asia,High income,1.5218,42.5075,1.168,47.5900001525879,72.0299987792969,21.5400009155273,44369.659691379,88.441,NA,NA,11.73736,NA,NA,50,10.70031117455267
Andorra,AD,AND,2015,Europe & Central Asia,High income,1.5218,42.5075,1.223,47.2799987792969,71.6699981689453,21.3400001525879,38654.9347203095,88.345,NA,NA,11.88099003,NA,NA,39.28571429,10.562429722975747
Andorra,AD,AND,2016,Europe & Central Asia,High income,1.5218,42.5075,1.184,47.0400009155273,71.4800033569336,21.2099990844727,40129.8192007698,88.248,NA,NA,12.0988903,NA,NA,32.14285714,10.599874957912409
Andorra,AD,AND,2017,Europe & Central Asia,High income,1.5218,42.5075,1.129,49.2566674550374,73.18666966756184,22.01999918619795,40672.9943348258,88.15,NA,NA,11.96364021,NA,NA,32.14285714,10.613319621340464
Andorra,AD,AND,2018,Europe & Central Asia,High income,1.5218,42.5075,1.053,51.4733339945475,74.8933359781901,22.8299992879232,42819.7745797624,88.062,NA,NA,11.88763046,NA,NA,32.14285714,10.66475529776182
Andorra,AD,AND,2019,Europe & Central Asia,High income,1.5218,42.5075,1.045,53.6900005340576,76.60000228881835,23.63999938964845,41257.8045846483,87.984,NA,NA,11.87524033,NA,NA,46.42857143,10.627595575918455
Andorra,AD,AND,2020,Europe & Central Asia,High income,1.5218,42.5075,1.028,55.9066670735677,78.3066685994466,24.4499994913737,37361.0900666982,87.916,NA,NA,11.87710953,NA,NA,46.42857143,10.528385069291277
Andorra,AD,AND,2021,Europe & Central Asia,High income,1.5218,42.5075,1.058,58.1233336130778,80.01333491007485,25.25999959309895,42425.6996756291,87.858,NA,NA,12.00349045,NA,NA,46.42857143,10.655509582026047
Andorra,AD,AND,2022,Europe & Central Asia,High income,1.5218,42.5075,1.071,60.3400001525879,81.7200012207031,26.0699996948242,42414.0590092117,87.811,NA,NA,12.76506042,NA,NA,46.42857143,10.655235166665351
Andorra,AD,AND,2023,Europe & Central Asia,High income,1.5218,42.5075,1.082,60.3400001525879,81.7200012207031,26.0699996948242,46812.4484486309,87.774,NA,NA,14.77278042,NA,NA,50,10.75390443902812
United Arab Emirates,AE,ARE,2000,Middle East & North Africa,High income,54.3705,24.4764,2.733,59.8499984741211,70.8600006103516,43.7200012207031,29865.502347066,80.236,33.936,NA,11.08289088,0.744,21.75752435,0,10.304459325619819
